# YLR406C_YDL075W YER131W_YGL189C YDR502C_YLR180W YNL301C_YOL120C YHR106W_YDR353W YIL057C_YER067W YPL087W_YBR183W YNL069C_YIL133C YDR518W_YCL043C YGR043C_YLR354C YPR157W_YGR141W YDR099W_YER177W YBR024W_YBR037C YPL037C_YDR252W YPR159W_YGR143W YJL177W_YKL180W YGL133W_YPL216W YJR048W_YEL039C YBR191W_YPL079W YDR418W_YEL054C YNL049C_YIL109C YPL232W_YMR183C YLR284C_YOR180C YBL087C_YER117W YGL062W_YBR218C YIR033W_YKL020C YMR243C_YOR316C YER102W_YBL072C YAL056W_YOR371C YDR438W_YML018C
2.174991780154321083e-02 2.401715663055017935e-02 4.089114367407987310e-02 2.202583844621057094e-02 7.257343445678574034e-02 1.526987113096195392e-01 2.568677530100185180e-01 3.845617037373695590e-02 3.076714656018672556e-01 1.089243292892047993e-01 2.132551075722023681e-01 5.426727751128146426e-02 2.295308006842947113e-01 1.604918809655169476e-01 1.379958070250040247e-01 3.438407665437085564e-02 2.704483457927966406e-01 1.065081582864981086e-01 2.066537127573248381e-02 3.495912295008985621e-02 1.839967852693253081e-01 1.494130303731150688e-01 3.303843241815269671e-01 2.059225842661241423e-02 4.927403999354215691e-02 3.241027577882394928e-01 1.576497642919505171e-01 1.854682570143672063e-02 3.382795729807069329e-01 2.385441136756776825e-01
4.678500919585576456e-02 4.781009692800398253e-02 9.981710233740358207e-02 5.343732834022010825e-02 1.503456929706273870e-01 2.367747812006411323e-01 3.492164721234177760e-01 6.313401670343780914e-02 4.103107132672101920e-01 1.878141528326124077e-01 3.122593403904026510e-01 1.008607925960549045e-01 3.389721304024840842e-01 2.292096913853300666e-01 2.230372460352774977e-01 5.173579172358403616e-02 4.322997127155985275e-01 1.627973108650693501e-01 3.744258591881133996e-02 5.615998036691433742e-02 2.750946887625549397e-01 2.258681313379323763e-01 4.582675667870539926e-01 4.328938464695541305e-02 1.168122642231808062e-01 4.336440347684252239e-01 2.603107028905314868e-01 4.346307738367067436e-02 4.702068778078043465e-01 3.555060676020518895e-01
5.891091056821573697e-03 5.734157478715675750e-03 9.062179259342859755e-03 3.048643338617873944e-03 1.262275120713130666e-02 1.012152480378361238e-02 1.367190912122996996e-02 5.539456002861334327e-03 1.455736847288689045e-02 9.831067856917313774e-03 1.234475099934813531e-02 7.845820867604876708e-03 1.631703417268202949e-02 5.988040994724007186e-03 1.557743225828930704e-02 2.762506309960758959e-03 2.058596843907489066e-02 7.573317019464630845e-03 1.250495065351870522e-03 1.389700720113879774e-03 6.989529468590823663e-03 1.246543182082026323e-02 1.002728752793802941e-02 5.664668355658025040e-03 8.363892303080051882e-03 1.657261722538283868e-02 1.838819960174172333e-02 5.417338300988895107e-03 2.135979121724042654e-02 2.249256590861578239e-02
2.503509139431255026e-02 2.379294029745379277e-02 5.892595866332370202e-02 3.141148989400954772e-02 7.777225851384167443e-02 8.407606989102164863e-02 9.234871911339924411e-02 2.467784632970085670e-02 1.026392476653428948e-01 7.888982354340762226e-02 9.900423281820028287e-02 4.659351508477344028e-02 1.094413297181893174e-01 6.871781041981311899e-02 8.504143901027347296e-02 1.735171506921319093e-02 1.618513669228019425e-01 5.628915257857124155e-02 1.677721464307886309e-02 2.120085741682447428e-02 9.109790349322961778e-02 7.645510096481726581e-02 1.278832426055270810e-01 2.269712622034299881e-02 6.753822422963866312e-02 1.095412769801857866e-01 1.026609385985809419e-01 2.491625168223395373e-02 1.319273048270974136e-01 1.169619539263742486e-01
3.369997668343668179e-03 4.699252881465124966e-03 1.175654410177610909e-02 7.808221612016080782e-03 1.931589825340752561e-02 1.923214704592709004e-02 1.470927111079009704e-02 2.757590593224574799e-03 2.316993696720733714e-02 1.415633873638214892e-02 2.117758081068938161e-02 7.102900443826002524e-03 2.665166883857467139e-02 7.548523985377040939e-03 1.567535920441740990e-02 4.347351555182917167e-03 3.281898707902480145e-02 7.083342352220121409e-03 4.046803694844737162e-03 5.479837449835048974e-03 2.451179380525651125e-02 1.368331240469589788e-02 2.805050429368224907e-02 4.414420324754105181e-03 1.489184079566993266e-02 1.915773042276953594e-02 1.508897612078228742e-02 5.755400028979634590e-03 2.195406683471300135e-02 2.320533401083297795e-02
1.914400033749098090e-02 1.805878281873812483e-02 4.986377940398082492e-02 2.836284655539167421e-02 6.514950730671033308e-02 7.395454508723801890e-02 7.867680999216927762e-02 1.913839032683952585e-02 8.808187919245601127e-02 6.905875568649029461e-02 8.665948181885213542e-02 3.874769421716857398e-02 9.312429554550727406e-02 6.272976942508910747e-02 6.946400675198417807e-02 1.458920875925242590e-02 1.412653984837270449e-01 4.871583555910661417e-02 1.552671957772698390e-02 1.981115669671059537e-02 8.410837402463877677e-02 6.398966914399700778e-02 1.178559550775890447e-01 1.703245786468497378e-02 5.917433192655861818e-02 9.296865975480292366e-02 8.427273899683923597e-02 1.949891338124504908e-02 1.105675136098569766e-01 9.446938801775847661e-02
3.669147110453829450e-03 2.416996421481791557e-03 1.636703126980073794e-02 1.762119547185858615e-03 1.912097476924110723e-02 2.063974529811332670e-02 2.656756250939947689e-02 8.357328320304868371e-03 2.538744706743829849e-02 1.994883323986592141e-02 2.355422721612854611e-02 1.070039080516529441e-02 3.159231928407166962e-02 2.295751171070322533e-02 2.061590080107111173e-02 2.198322992981834294e-03 3.712641080352100525e-02 1.299677710548632903e-02 6.337987815086455583e-03 4.775609471021658413e-03 2.261317643905275121e-02 1.806425751744000080e-02 3.479916119609337971e-02 2.872434525339027586e-03 1.642798871742234823e-02 3.007557329274149899e-02 2.522908932782345209e-02 8.225650852127189272e-03 2.361202663530136830e-02 2.535847406564570999e-02
1.577400266914730925e-02 1.335952993727299032e-02 3.810723530220472971e-02 2.055462494337559343e-02 4.583360905330282481e-02 5.472239804131092539e-02 6.396753888137918231e-02 1.638079973361494454e-02 6.491194222524866719e-02 5.490241695010814049e-02 6.548190100816275727e-02 3.164479377334256105e-02 6.647262670693260267e-02 5.518124543971207607e-02 5.378864754756676470e-02 1.024185720406950960e-02 1.084464114047022365e-01 4.163249320688648669e-02 1.147991588288225194e-02 1.433131924687554987e-02 5.959658021938227940e-02 5.030635673930112378e-02 8.980545078390676783e-02 1.261803753993087814e-02 4.428249113088868205e-02 7.381092933203337036e-02 6.918376287605693120e-02 1.374351335226542230e-02 8.861344677514397528e-02 7.126405400692550907e-02
1.210485555869349021e-02 1.094253351579120050e-02 2.174020403240398136e-02 1.879250539618973828e-02 2.671263428406171758e-02 3.408265274319761257e-02 3.739997637197970543e-02 8.023471413310090047e-03 3.952449515781037565e-02 3.495358371024221561e-02 4.192767379203421463e-02 2.094440296817726144e-02 3.488030742286093999e-02 3.222373372900884381e-02 3.317274674649565297e-02 8.043534211087671401e-03 7.132000060118122431e-02 2.863571610140016460e-02 5.141928067795793755e-03 9.555709775853881913e-03 3.698340378032952125e-02 3.224209922186112298e-02 5.500628958781338812e-02 9.745603014591848814e-03 2.785450241346633382e-02 4.373535603929187832e-02 4.395467354823349299e-02 5.517862500138234760e-03 6.500142013984261391e-02 4.590557994127979213e-02
1.210485555869349021e-02 1.094253351579120050e-02 2.174020403240398136e-02 1.879250539618973828e-02 2.671263428406171758e-02 3.408265274319761257e-02 3.739997637197970543e-02 8.023471413310090047e-03 3.952449515781037565e-02 3.495358371024221561e-02 4.192767379203421463e-02 2.094440296817726144e-02 3.488030742286093999e-02 3.222373372900884381e-02 3.317274674649565297e-02 8.043534211087671401e-03 7.132000060118122431e-02 2.863571610140016460e-02 5.141928067795793755e-03 9.555709775853881913e-03 3.698340378032952125e-02 3.224209922186112298e-02 5.500628958781338812e-02 9.745603014591848814e-03 2.785450241346633382e-02 4.373535603929187832e-02 4.395467354823349299e-02 5.517862500138234760e-03 6.500142013984261391e-02 4.590557994127979213e-02
6.271699859612603234e+00 3.758066018352792526e+00 1.670384699238265824e+00 6.746013610259627313e+00 1.103023965544744467e+00 7.990890972416651028e-01 3.363584199789640961e-01 2.563583445904120239e+00 1.987244451284274904e-01 3.730598663638804435e-01 4.150400109807133586e-01 2.454734607645157052e+00 3.001431348464119742e-01 3.375202943267326949e-01 9.234576646350975970e-01 6.595596607468674044e+00 6.279799196014698714e-02 1.551335389639690643e+00 9.027577297177622029e+00 5.342743077123762951e+00 3.837173263168798809e-01 7.936161538187714859e-01 1.898486040076197978e-01 8.302643222526846500e+00 2.932675706878246746e+00 2.451084721540065237e-01 4.323602490848612034e-01 1.031050035229241146e+01 1.586091406605524556e-01 9.571046475574433721e-02
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.044296134069642967e+01 6.730620551472282997e+00 2.189456430313764024e+00 7.809739511644136378e+00 1.195921323404996794e+00 7.954083785086025760e-01 3.087260829120816452e-01 3.843507661746973003e+00 1.922469378872828094e-01 3.990427533492263978e-01 4.035821484661157865e-01 2.559822110389904370e+00 3.265981411147679259e-01 2.878138702989452846e-01 9.516048623762117797e-01 8.082739176026157324e+00 6.594042249908831088e-02 1.841453312217512073e+00 1.365138812639009913e+01 6.916227622762187721e+00 4.461198987947521677e-01 9.105346905809105218e-01 1.830364840462683218e-01 1.140139020690746463e+01 3.843339117543400629e+00 2.622486915430556897e-01 4.695875121590305512e-01 1.467372932979994182e+01 1.517658581204064938e-01 1.091114531598094267e-01
8.459291867094226092e+00 5.724127066018924737e+00 2.665093350599657906e+00 1.089136323093228143e+01 1.809100760329123148e+00 1.033066564840799062e+00 3.960005283551653044e-01 5.088155181254442105e+00 2.466587746716593088e-01 4.985586795584785458e-01 4.322722402347682902e-01 3.956362284430670950e+00 3.634024616723995904e-01 6.614100350104582526e-01 1.067207705571932896e+00 8.612859050176227882e+00 7.568018347384872224e-02 2.420582245422332690e+00 1.332419892786216309e+01 6.799681200538700843e+00 4.674583314744122919e-01 9.723066616977221743e-01 1.910470246395214733e-01 1.452076303288725434e+01 3.569082327185117087e+00 2.752982599906137473e-01 6.139306496735204011e-01 1.513532000035935177e+01 1.568946796374984520e-01 1.297713169429370872e-01
4.931195099244340518e+00 7.229312109844642897e+00 2.195822959792111728e+00 1.151746035098871168e+01 1.491394055398341800e+00 8.027310310844589791e-01 2.330401363744547538e-01 5.717877900409008340e+00 1.628252781022973272e-01 3.981785440396590214e-01 3.256272583830441825e-01 3.117360613639282629e+00 3.390239754866318234e-01 2.477972538185402862e-01 8.008140410522260888e-01 8.003766333481681983e+00 6.496997686711397657e-02 1.454023096246263469e+00 2.462750586399126718e+01 1.029926672756404393e+01 3.948167932216845033e-01 8.165978900357218073e-01 1.886054890011084340e-01 1.062269759947457182e+01 4.109765008126235131e+00 2.611475648170398789e-01 4.156762525611990000e-01 1.640053399929747258e+01 1.382225194055567152e-01 8.893075150767586201e-02
7.999574880731207038e+00 5.691158454565819369e+00 2.342787244089898024e+00 1.156577701603006147e+01 1.509760806240479480e+00 7.146834520877403119e-01 3.904562172320492075e-01 4.952317339510757144e+00 2.195878111847326397e-01 5.160974289329481879e-01 4.888098420961733970e-01 2.840651358044856245e+00 2.929576449751211675e-01 3.927210531504146118e-01 1.059524345641411847e+00 1.091658780970129961e+01 6.394109431879907435e-02 1.988052075498398574e+00 1.292101225610701398e+01 6.484327568170515477e+00 4.931889636957580980e-01 1.056900199837545351e+00 1.889954426005420185e-01 2.100250408420928849e+01 4.724461977738812379e+00 2.824827099250316054e-01 5.273833329344296272e-01 1.894303283763558809e+01 1.492935588985080109e-01 1.276199350076327177e-01
5.777154131528701164e+00 8.554721696300646272e+00 3.457904681983282824e+00 8.101468546038384844e+00 1.901221305646600745e+00 6.784236366847529176e-01 4.513845268607500349e-01 4.962244438049288497e+00 3.149989737454877425e-01 6.462274170623985015e-01 7.506937776602435886e-01 4.369543834099818724e+00 6.400183655117787085e-01 6.590489811163154910e-01 9.727171402651555443e-01 1.543106861029486687e+01 8.129108534847583056e-02 2.412472970693960495e+00 2.381825785539977147e+01 8.278279416630892840e+00 5.349184186802588004e-01 1.189541629826418090e+00 2.189805578337520597e-01 1.192815689998571038e+01 4.497317916978153640e+00 2.730170904851574321e-01 5.412302412200101775e-01 2.287603191500435784e+01 1.692892485727894303e-01 1.201733336918633238e-01
3.855621442700026158e+00 5.700340837625721413e+00 2.966443576839013829e+00 9.491358996780938639e+00 1.364996312713890214e+00 7.383308859430088855e-01 3.223803890296524921e-01 3.481824944596502380e+00 2.159719986398477842e-01 4.787709142514541272e-01 4.653202293372932785e-01 3.060422517706488321e+00 3.460727006066366407e-01 3.924380691554285039e-01 9.353984108945295750e-01 5.372841004818709187e+00 6.804938132265740680e-02 1.958828745344874722e+00 1.461739501440819389e+01 7.608711585829889934e+00 4.023193693461397658e-01 8.504466981829463812e-01 1.832146940508160016e-01 1.192123719384243508e+01 3.940012633727086211e+00 2.278484583508842698e-01 4.983556743241921438e-01 1.026838312666357922e+01 1.297347744134246250e-01 8.405484262579498989e-02
9.806968295163507321e+00 7.949035072536680069e+00 3.105432758266995386e+00 1.109612290329402029e+01 1.702536510304613504e+00 6.224105282098152392e-01 4.556800519166266383e-01 3.553225563086661154e+00 2.853494114207195120e-01 5.841957264013389883e-01 6.333058683386389998e-01 3.285172107326773006e+00 3.259145714582153408e-01 5.198081571718654592e-01 1.111548315556557087e+00 1.754436751243349946e+01 8.808316879713576353e-02 2.169438596754801996e+00 1.536390031825930613e+01 1.136557760921412275e+01 5.265574171273613713e-01 1.185068129322848440e+00 3.128562711115476236e-01 1.960527426785336758e+01 4.843139526594407940e+00 2.824296575487532102e-01 4.902271592705991221e-01 3.916349799205344340e+01 2.030627095822379324e-01 1.402042788847824017e-01
1.009644040468774406e+01 9.028219712756710535e+00 3.000799637958959654e+00 7.039627915301013950e+00 1.746690890144028563e+00 1.100596579306718725e+00 4.513531200005924671e-01 2.648555339218044757e+00 2.483418177512358993e-01 8.080360962975677852e-01 5.158613120347733672e-01 5.393902558246683299e+00 4.472025120917456631e-01 5.224538104029938790e-01 1.225657889584667481e+00 1.026326102784198113e+01 8.079562094574137265e-02 2.010564292239665374e+00 2.798829567851657174e+01 8.353353798029649724e+00 5.458695227491385804e-01 9.812424795834849833e-01 2.444341771268586649e-01 7.882084590276146052e+00 4.329202320135314253e+00 2.637595433018537494e-01 5.989726146809264407e-01 1.310181313286894955e+01 1.461107068891386307e-01 1.252183967598262115e-01
5.579899039612893574e+00 1.537058625783817867e+01 3.297591650882582659e+00 1.898136468433006385e+01 2.248964179328434287e+00 8.720418153034784625e-01 6.611004539391909240e-01 4.526389168515499328e+00 2.952240113381553455e-01 8.350595296447462790e-01 6.712339030631520043e-01 4.005360327972854684e+00 4.610744855603305381e-01 4.839244054478862300e-01 9.763455194562076223e-01 8.332596125724682778e+00 9.114713137272485721e-02 2.745648093806561274e+00 9.356541735694749562e+00 1.517843313960478824e+01 6.243414577918566799e-01 1.407706074768650728e+00 2.381337701143349528e-01 2.277595245172167893e+01 5.693731660640342973e+00 3.086860347161580753e-01 6.598308310880813821e-01 4.518054759278191312e+01 2.024498394570083404e-01 1.254363903089435184e-01
8.061243673777322982e+00 3.487697651000762900e+00 2.616154801301938893e+00 5.992451744787114620e+00 1.597915595658785604e+00 8.706187607935049755e-01 2.756913587742956251e-01 2.538177566151000875e+00 2.491688123123355914e-01 5.550802611673236742e-01 4.755127046672433244e-01 2.900750400156557607e+00 3.119360367862386019e-01 3.481846746290947481e-01 1.124596295146931269e+00 1.167703743176910081e+01 5.941502450617103248e-02 2.181700229180084882e+00 2.249532654948416166e+01 6.472847763465098936e+00 5.351210536595619738e-01 8.898094036251638084e-01 1.922608434527332544e-01 9.218264631077399685e+00 3.657518806959873192e+00 2.685158505399314888e-01 4.118825608899011614e-01 3.066185993402201149e+01 2.141360237410812883e-01 1.090325583970373213e-01
# length ll pi_a pi_c pi_g pi_t kappa tau (N0,N1) (N0,kluyveri) (N1,N2) (N1,castellii) (N2,N3) (N2,bayanus) (N3,N4) (N3,kudriavzevii) (N4,N5) (N4,mikatae) (N5,cerevisiae) (N5,paradoxus) (N0,N1,tau) (N0,kluyveri,tau) (N1,N2,tau) (N1,castellii,tau) (N2,N3,tau) (N2,bayanus,tau) (N3,N4,tau) (N3,kudriavzevii,tau) (N4,N5,tau) (N4,mikatae,tau) (N5,cerevisiae,tau) (N5,paradoxus,tau)
