# YLR406C_YDL075W YER131W_YGL189C YDR502C_YLR180W YML026C_YDR450W YNL301C_YOL120C YHR106W_YDR353W YIL057C_YER067W YPL087W_YBR183W YNL069C_YIL133C YDR518W_YCL043C YGR043C_YLR354C YPR157W_YGR141W YDR099W_YER177W YBR024W_YBR037C YPL037C_YDR252W YMR143W_YDL083C YPR159W_YGR143W YJL177W_YKL180W YGL133W_YPL216W YJR048W_YEL039C YBR191W_YPL079W YER074W_YIL069C YDR418W_YEL054C YNL049C_YIL109C YBR117C_YPR074C YPL232W_YMR183C YLR284C_YOR180C YGL062W_YBR218C YIR033W_YKL020C YMR243C_YOR316C YLR333C_YGR027C YMR142C_YDL082W YER102W_YBL072C YAL056W_YOR371C YDR438W_YML018C
3.127984573210711161e-02 3.778499388978757284e-02 4.989838356755436910e-02 3.114006138411370972e-02 1.443760626597032429e-02 1.128902050579652372e-01 1.580319842909860550e-01 2.843787591928697567e-01 5.300032248068639595e-02 3.774793491423715786e-01 1.292494777431131003e-01 2.058872785869974020e-01 8.872545036582532574e-02 2.789488295704913301e-01 2.753348781044623883e-01 3.971295741163036186e-02 1.558088579041460031e-01 4.976230789828938600e-02 3.212776275367012491e-01 1.372229369397807985e-01 4.256506556371196515e-02 9.531810003895666711e-03 5.672607127454627751e-02 1.883802990357019702e-01 1.749766143999450241e-01 1.645679772464903601e-01 3.519128306604281109e-01 8.985975632249797174e-02 3.369347245911918920e-01 2.047435435533604964e-01 9.028224574027861327e-03 3.926238816449412888e-02 2.365153361251132874e-02 3.439893352558575090e-01 3.123996391096630632e-01
3.972703000435359039e-02 5.798273955100795296e-02 1.503416855989870293e-01 5.048018951306084551e-02 8.316211579352469907e-02 1.316035446549729815e-01 2.541474285685169088e-01 3.427082278168282481e-01 7.342619596517467595e-02 3.728836200616733598e-01 2.155216035603604308e-01 3.628564463261800821e-01 9.537237754858310379e-02 3.199954417719868549e-01 1.175062656510406367e-01 3.994956184222297341e-02 2.266746530420538919e-01 5.444342579505682955e-02 3.972006799375609742e-01 1.488032475605463589e-01 4.073511850969161602e-02 9.093839668345107818e-02 5.454285963477954746e-02 3.211695728175285591e-01 2.302149191982906240e-01 2.667426815545180796e-01 4.306484866564251335e-01 1.289098072686122309e-01 4.530585538137749668e-01 2.336294829482198632e-01 1.668763602779724520e-01 5.605673713851111462e-02 7.226583391171399751e-02 4.470469224092000204e-01 3.179814386600067766e-01
1.040276217654696397e-02 1.479774623214595228e-02 3.088296110413924281e-02 7.510409828662230856e-03 7.230166532860015337e-03 3.479492539314607558e-02 2.716155512178929782e-02 4.409957087038288148e-02 1.033684058634002333e-02 3.576751571085578368e-02 3.230531468953643653e-02 3.666486309614543082e-02 2.502485902657033967e-02 4.442303362044047743e-02 2.148004562439915360e-02 1.370900697862748215e-02 4.035821733772573805e-02 1.285703918314217570e-02 6.243158930130628809e-02 3.351459296012264388e-02 1.169999829578504194e-02 1.011802531972088220e-06 7.741432616159011314e-03 3.203635717431204538e-02 3.216947994351199158e-02 2.689332390146281782e-02 5.427396021818746419e-02 2.789362303953754965e-02 4.573896084607792512e-02 4.825201238694836609e-02 1.116616993395982797e-02 6.399495091871309941e-08 1.224303372967239234e-02 6.209882815417326618e-02 4.792161273982518260e-02
2.587742066456430803e-02 2.128382805303114314e-02 4.031074318517237354e-02 2.249536210005642287e-02 3.442793652561695200e-02 7.585346682156487996e-02 8.342221964367062259e-02 6.553259015626487771e-02 3.561329825970031837e-02 9.080249271311857662e-02 5.664626893873060676e-02 8.036126566109712266e-02 5.499237545934881205e-02 8.716883959443522123e-02 6.813298982256148217e-02 1.651563562993960121e-02 7.702618132366448322e-02 1.152243226920634557e-02 1.077816910748069651e-01 4.697641070856023449e-02 9.785984628426539281e-03 1.862800035609125937e-02 1.661682936689854589e-02 6.751523945515967851e-02 5.791890817861071461e-02 7.908896598198958405e-02 7.705224321284441513e-02 6.706739454187889138e-02 8.745431158353605960e-02 8.299233362095738420e-02 1.130144950599651539e-02 1.886714594499560096e-02 3.412153935277540545e-02 8.703565228494175576e-02 9.456564380676223125e-02
7.079678740531527431e-03 1.244114569797437515e-02 2.654925973382236959e-02 3.164580759418815870e-08 3.788722299358976853e-03 3.871874658220778725e-02 3.514793026170269508e-02 2.962676706015961864e-02 2.894211591117937417e-03 4.031215056902266031e-02 2.541890805195689759e-02 3.550923953706912328e-02 2.205211509809377676e-02 4.682931345502349546e-02 1.626457976210265652e-02 5.184829772119873420e-03 2.819336962665478993e-02 7.792399728537052067e-03 5.298869492243000329e-02 1.490162824530065315e-02 1.020196840672328922e-02 3.450472180388942415e-06 1.187825127400422322e-02 4.213372689202993238e-02 2.908996560583748323e-02 2.800512020008024891e-02 5.313279100158580653e-02 3.343577675978200159e-02 3.486803316498042482e-02 2.584873759703945964e-02 1.067194984555592391e-02 1.035304367644233892e-02 6.667842121118643106e-03 3.657451904055426112e-02 4.113142922561400378e-02
2.751037860024098045e-02 1.746870390340983861e-02 5.665595918080174737e-02 3.440203180502740543e-02 4.096200295350559822e-02 7.204281037520580966e-02 6.769553098462265106e-02 7.317125493542983583e-02 3.167255453288644884e-02 7.392586386613012039e-02 6.993884932379587638e-02 7.925100098230793144e-02 3.537546359595839657e-02 8.463209605436057548e-02 6.486483262738691746e-02 3.514011672297187583e-02 7.388989764584305564e-02 2.402809830634265037e-02 1.242880837626721136e-01 7.086625839004639937e-02 2.992337383972849471e-02 4.450774682356609807e-02 3.425834878789094096e-02 7.468690117821294439e-02 5.846152243214890187e-02 6.180391574845092717e-02 8.920032080037269828e-02 6.858700830823437344e-02 7.385796448675779891e-02 9.610598201725237266e-02 2.231042098310790506e-02 3.642551418555826231e-02 4.512717134385772072e-02 9.622245998976589054e-02 7.162970587822932444e-02
3.030124133490584831e-03 4.856921625714438751e-03 2.525105768274376467e-02 3.792195534600788058e-03 3.848416649388610063e-03 3.206899658537835929e-02 3.187293855131474729e-02 3.534889431691849715e-02 9.065719116049040030e-03 3.419871607854245432e-02 2.701286958034379918e-02 3.112539905239553040e-02 2.110397136612089317e-02 3.948338486231633276e-02 3.434109918623522162e-02 2.984227612011277914e-03 2.784326606711274438e-02 4.425362805747983484e-03 4.264151219231854251e-02 2.182692959399076468e-02 6.669854614112114694e-03 3.307663209279362252e-03 1.074350415695111277e-02 3.358661389519142920e-02 2.306120690001168747e-02 2.552973362917844435e-02 4.655954972197783731e-02 2.768585890220095352e-02 3.832816737872605378e-02 2.842216223675695860e-02 1.141471059401494813e-02 1.430125306203384669e-02 1.120908015357991762e-02 3.739902740487536376e-02 3.786209212119664297e-02
3.647915311674033989e-02 2.665393389573397775e-02 5.975821067030642059e-02 3.865062943080003338e-02 4.044872733831352679e-02 6.957179119096248976e-02 7.066870720332263378e-02 8.084770432205792834e-02 2.731323620805331184e-02 7.711328759568196467e-02 7.459228935493365797e-02 8.194503819077435247e-02 5.779767831141907619e-02 8.841168574021489313e-02 7.345618816161438025e-02 2.745898527614471299e-02 7.827523038028419422e-02 1.917426015883218204e-02 1.267120387245330992e-01 6.238781357650601683e-02 2.382484292156985747e-02 2.595930566409540216e-02 2.372600645208338896e-02 7.312739712967947225e-02 6.745172117554158742e-02 7.103704462334563263e-02 1.095915710817519650e-01 6.880411979600373207e-02 9.268005873564215402e-02 9.768310274243346969e-02 2.298255788270849378e-02 3.265942646494870982e-02 1.729379350472396229e-02 8.215977958166535700e-02 7.341820681446745156e-02
1.916036894450885014e-02 2.077827668046904053e-02 3.301238156408611846e-02 1.993813196936555093e-02 2.033943333271491516e-02 4.145289771833264580e-02 6.461774549619982155e-02 6.663598619643222587e-02 1.751991849611006513e-02 5.089290995118628258e-02 4.927557781913974311e-02 5.882410094525416383e-02 4.529953438388717446e-02 5.109436915719505617e-02 4.932922797514776442e-02 1.668408140377889565e-02 5.103682319947606960e-02 1.099846540671226350e-02 9.598508660017146532e-02 5.125415769594985488e-02 1.032989639221725854e-02 2.033605730865784694e-02 2.363994083614407923e-02 5.718061630238392007e-02 4.685679779076952489e-02 6.046728423541404551e-02 7.804251336162294772e-02 4.849355846927667912e-02 5.964487620335149481e-02 6.614787862822357756e-02 2.112299582295383213e-02 2.107396954842233674e-02 3.735181026165879103e-03 6.027500019976463064e-02 6.924636914776673147e-02
1.429800717236918463e-02 1.827544688467381759e-02 3.177251294183167790e-02 8.294583410371314525e-03 3.551578311971863994e-02 3.899847464953221793e-02 2.835510999900445195e-02 2.673995502149616524e-02 4.907393036033415312e-03 4.446348281567114730e-02 3.783684858659414757e-02 4.429319948707007015e-02 2.518170326415739707e-02 3.279128953772265237e-02 3.650084673134269819e-02 1.428119549411626700e-02 3.747288186247380720e-02 1.613655224976630678e-02 6.054487271821763078e-02 3.782989174876777438e-02 6.744281260600325581e-03 7.793147392053756048e-03 1.022316171666289714e-02 3.745137274620486539e-02 3.595250776933594378e-02 2.447593899079635732e-02 5.404712520658765812e-02 3.885817528279435912e-02 4.446227064507601162e-02 3.869677796156784783e-02 1.729061855223813088e-02 7.492575585470926530e-03 1.175019006571567312e-02 9.946194433026957216e-02 4.188721137554279189e-02
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
