# YLR406C_YDL075W YER131W_YGL189C YDR502C_YLR180W YNL301C_YOL120C YHR106W_YDR353W YIL057C_YER067W YPL087W_YBR183W YNL069C_YIL133C YDR518W_YCL043C YGR043C_YLR354C YPR157W_YGR141W YDR099W_YER177W YBR024W_YBR037C YPL037C_YDR252W YPR159W_YGR143W YJL177W_YKL180W YGL133W_YPL216W YJR048W_YEL039C YBR191W_YPL079W YDR418W_YEL054C YNL049C_YIL109C YPL232W_YMR183C YLR284C_YOR180C YBL087C_YER117W YGL062W_YBR218C YIR033W_YKL020C YMR243C_YOR316C YER102W_YBL072C YAL056W_YOR371C YDR438W_YML018C
3.669147110453829450e-03 2.416996421481791557e-03 1.635728353247849556e-02 1.762119547185858615e-03 1.912097476924110723e-02 2.063974529811332670e-02 2.656756250939947689e-02 8.357358339522910282e-03 2.538744706743829849e-02 1.994883323986592141e-02 2.355422721612854611e-02 1.070070884580346347e-02 3.159231928407166962e-02 2.295751171070322533e-02 2.061941440773425865e-02 2.198322992981834294e-03 3.712905678991902658e-02 1.299677710548632903e-02 6.337987815086455583e-03 4.775609471021658413e-03 2.261317643905275121e-02 1.805951702596140726e-02 3.479916119609337971e-02 2.872434525339027586e-03 1.642798871742234823e-02 3.007557329274149899e-02 2.522908932782345209e-02 8.224575993941000279e-03 2.361222368148269829e-02 2.535717462659934848e-02
1.577400266914730925e-02 1.335952993727299032e-02 3.810133237315638244e-02 2.055462494337559343e-02 4.583360905330282481e-02 5.472239804131092539e-02 6.396753888137918231e-02 1.638084311232860732e-02 6.491194222524866719e-02 5.490241695010814049e-02 6.548190100816275727e-02 3.164588587486608789e-02 6.647262670693260267e-02 5.518124543971207607e-02 5.378655665895478583e-02 1.024185720406950960e-02 1.084489870199886047e-01 4.163249320688648669e-02 1.147991588288225194e-02 1.433131924687554987e-02 5.959658021938227940e-02 5.030988748979248887e-02 8.980545078390676783e-02 1.261803753993087814e-02 4.428249113088868205e-02 7.381092933203337036e-02 6.918376287605693120e-02 1.374238338037544332e-02 8.861629356111988542e-02 7.126321158806056544e-02
1.210485555869349021e-02 1.094253351579120050e-02 2.174404884067789728e-02 1.879250539618973828e-02 2.671263428406171758e-02 3.408265274319761257e-02 3.739997637197970543e-02 8.023484772805702242e-03 3.952449515781037565e-02 3.495358371024221561e-02 4.192767379203421463e-02 2.094517702906262963e-02 3.488030742286093999e-02 3.222373372900884381e-02 3.316714225122053411e-02 8.043534211087671401e-03 7.131993023006955035e-02 2.863571610140016460e-02 5.141928067795793755e-03 9.555709775853881913e-03 3.698340378032952125e-02 3.225037046383107814e-02 5.500628958781338812e-02 9.745603014591848814e-03 2.785450241346633382e-02 4.373535603929187832e-02 4.395467354823349299e-02 5.517807386434438709e-03 6.500406987963715244e-02 4.590603696146122736e-02
1.210485555869349021e-02 1.094253351579120050e-02 2.174404884067789728e-02 1.879250539618973828e-02 2.671263428406171758e-02 3.408265274319761257e-02 3.739997637197970543e-02 8.023484772805702242e-03 3.952449515781037565e-02 3.495358371024221561e-02 4.192767379203421463e-02 2.094517702906262963e-02 3.488030742286093999e-02 3.222373372900884381e-02 3.316714225122053411e-02 8.043534211087671401e-03 7.131993023006955035e-02 2.863571610140016460e-02 5.141928067795793755e-03 9.555709775853881913e-03 3.698340378032952125e-02 3.225037046383107814e-02 5.500628958781338812e-02 9.745603014591848814e-03 2.785450241346633382e-02 4.373535603929187832e-02 4.395467354823349299e-02 5.517807386434438709e-03 6.500406987963715244e-02 4.590603696146122736e-02
6.271699859612603234e+00 3.758066018352792526e+00 1.671244272822859589e+00 6.746013610259627313e+00 1.103023965544744467e+00 7.990890972416651028e-01 3.363584199789640961e-01 2.563573108918052235e+00 1.987244451284274904e-01 3.730598663638804435e-01 4.150400109807133586e-01 2.454650017734244294e+00 3.001431348464119742e-01 3.375202943267326949e-01 9.235685826745728688e-01 6.595596607468674044e+00 6.279708159429382708e-02 1.551335389639690643e+00 9.027577297177622029e+00 5.342743077123762951e+00 3.837173263168798809e-01 7.936777082453108090e-01 1.898486040076197978e-01 8.302643222526846500e+00 2.932675706878246746e+00 2.451084721540065237e-01 4.323602490848612034e-01 1.031048407597603678e+01 1.586048864382511858e-01 9.571018754104046455e-02
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.044296134069642967e+01 6.730620551472282997e+00 2.190020066969281753e+00 7.809739511644136378e+00 1.195921323404996794e+00 7.954083785086025760e-01 3.087260829120816452e-01 3.843493465033538836e+00 1.922469378872828094e-01 3.990427533492263978e-01 4.035821484661157865e-01 2.559739705419395772e+00 3.265981411147679259e-01 2.878138702989452846e-01 9.517383374807606433e-01 8.082739176026157324e+00 6.594033834906586067e-02 1.841453312217512073e+00 1.365138812639009913e+01 6.916227622762187721e+00 4.461198987947521677e-01 9.105214869236986086e-01 1.830364840462683218e-01 1.140139020690746463e+01 3.843339117543400629e+00 2.622486915430556897e-01 4.695875121590305512e-01 1.467445556309708721e+01 1.517625046442663828e-01 1.091109181328080435e-01
8.459291867094226092e+00 5.724127066018924737e+00 2.665789771430775446e+00 1.089136323093228143e+01 1.809100760329123148e+00 1.033066564840799062e+00 3.960005283551653044e-01 5.088135842173807433e+00 2.466587746716593088e-01 4.985586795584785458e-01 4.322722402347682902e-01 3.956222644371348185e+00 3.634024616723995904e-01 6.614100350104582526e-01 1.067370603430195075e+00 8.612859050176227882e+00 7.568021466220593851e-02 2.420582245422332690e+00 1.332419892786216309e+01 6.799681200538700843e+00 4.674583314744122919e-01 9.722722660368079417e-01 1.910470246395214733e-01 1.452076303288725434e+01 3.569082327185117087e+00 2.752982599906137473e-01 6.139306496735204011e-01 1.513596690195487326e+01 1.568911791666424971e-01 1.297702737716160681e-01
4.931195099244340518e+00 7.229312109844642897e+00 2.196980274723790760e+00 1.151746035098871168e+01 1.491394055398341800e+00 8.027310310844589791e-01 2.330401363744547538e-01 5.717842779909589446e+00 1.628252781022973272e-01 3.981785440396590214e-01 3.256272583830441825e-01 3.117280023786554111e+00 3.390239754866318234e-01 2.477972538185402862e-01 8.009202687580125879e-01 8.003766333481681983e+00 6.497230643837320629e-02 1.454023096246263469e+00 2.462750586399126718e+01 1.029926672756404393e+01 3.948167932216845033e-01 8.165614173700391776e-01 1.886054890011084340e-01 1.062269759947457182e+01 4.109765008126235131e+00 2.611475648170398789e-01 4.156762525611990000e-01 1.640206317549386483e+01 1.382205544627854998e-01 8.892873908750506540e-02
7.999574880731207038e+00 5.691158454565819369e+00 2.344191312741775501e+00 1.156577701603006147e+01 1.509760806240479480e+00 7.146834520877403119e-01 3.904562172320492075e-01 4.952288774596172338e+00 2.195878111847326397e-01 5.160974289329481879e-01 4.888098420961733970e-01 2.840551791890272071e+00 2.929576449751211675e-01 3.927210531504146118e-01 1.059658872816251929e+00 1.091658780970129961e+01 6.394367864952754665e-02 1.988052075498398574e+00 1.292101225610701398e+01 6.484327568170515477e+00 4.931889636957580980e-01 1.056869786998678284e+00 1.889954426005420185e-01 2.100250408420928849e+01 4.724461977738812379e+00 2.824827099250316054e-01 5.273833329344296272e-01 1.894470899368374006e+01 1.492902732086828776e-01 1.276165901473059194e-01
5.777154131528701164e+00 8.554721696300646272e+00 3.458496972759790733e+00 8.101468546038384844e+00 1.901221305646600745e+00 6.784236366847529176e-01 4.513845268607500349e-01 4.962230533422362200e+00 3.149989737454877425e-01 6.462274170623985015e-01 7.506937776602435886e-01 4.369360845816964378e+00 6.400183655117787085e-01 6.590489811163154910e-01 9.727766618435476076e-01 1.543106861029486687e+01 8.129019898972571212e-02 2.412472970693960495e+00 2.381825785539977147e+01 8.278279416630892840e+00 5.349184186802588004e-01 1.189476569875068446e+00 2.189805578337520597e-01 1.192815689998571038e+01 4.497317916978153640e+00 2.730170904851574321e-01 5.412302412200101775e-01 2.287995294985978134e+01 1.692962648840624917e-01 1.201717985889085571e-01
3.855621442700026158e+00 5.700340837625721413e+00 2.967343147701754447e+00 9.491358996780938639e+00 1.364996312713890214e+00 7.383308859430088855e-01 3.223803890296524921e-01 3.481803272725645826e+00 2.159719986398477842e-01 4.787709142514541272e-01 4.653202293372932785e-01 3.060279122097044446e+00 3.460727006066366407e-01 3.924380691554285039e-01 9.355002927505184918e-01 5.372841004818709187e+00 6.804889530727713243e-02 1.958828745344874722e+00 1.461739501440819389e+01 7.608711585829889934e+00 4.023193693461397658e-01 8.504091153600583652e-01 1.832146940508160016e-01 1.192123719384243508e+01 3.940012633727086211e+00 2.278484583508842698e-01 4.983556743241921438e-01 1.026922264811714669e+01 1.297333733621792717e-01 8.405427860800517015e-02
9.806968295163507321e+00 7.949035072536680069e+00 3.106926462678507583e+00 1.109612290329402029e+01 1.702536510304613504e+00 6.224105282098152392e-01 4.556800519166266383e-01 3.553199037689832807e+00 2.853494114207195120e-01 5.841957264013389883e-01 6.333058683386389998e-01 3.285022402427794308e+00 3.259145714582153408e-01 5.198081571718654592e-01 1.111550518578005908e+00 1.754436751243349946e+01 8.808122266078105556e-02 2.169438596754801996e+00 1.536390031825930613e+01 1.136557760921412275e+01 5.265574171273613713e-01 1.185216946827909013e+00 3.128562711115476236e-01 1.960527426785336758e+01 4.843139526594407940e+00 2.824296575487532102e-01 4.902271592705991221e-01 3.916789401995419695e+01 2.030567210736121120e-01 1.402074022811203580e-01
1.009644040468774406e+01 9.028219712756710535e+00 3.002049894029125365e+00 7.039627915301013950e+00 1.746690890144028563e+00 1.100596579306718725e+00 4.513531200005924671e-01 2.648535681281141585e+00 2.483418177512358993e-01 8.080360962975677852e-01 5.158613120347733672e-01 5.393657397820619259e+00 4.472025120917456631e-01 5.224538104029938790e-01 1.225781418996351180e+00 1.026326102784198113e+01 8.079444022751863796e-02 2.010564292239665374e+00 2.798829567851657174e+01 8.353353798029649724e+00 5.458695227491385804e-01 9.811982833201956522e-01 2.444341771268586649e-01 7.882084590276146052e+00 4.329202320135314253e+00 2.637595433018537494e-01 5.989726146809264407e-01 1.310294955066098943e+01 1.461046059418033560e-01 1.252184076684931535e-01
5.579899039612893574e+00 1.537058625783817867e+01 3.297966813432999800e+00 1.898136468433006385e+01 2.248964179328434287e+00 8.720418153034784625e-01 6.611004539391909240e-01 4.526364254760542494e+00 2.952240113381553455e-01 8.350595296447462790e-01 6.712339030631520043e-01 4.005163909793164834e+00 4.610744855603305381e-01 4.839244054478862300e-01 9.765556179663616998e-01 8.332596125724682778e+00 9.114796440735331573e-02 2.745648093806561274e+00 9.356541735694749562e+00 1.517843313960478824e+01 6.243414577918566799e-01 1.407408586194259792e+00 2.381337701143349528e-01 2.277595245172167893e+01 5.693731660640342973e+00 3.086860347161580753e-01 6.598308310880813821e-01 4.518182692304060311e+01 2.024385384378297181e-01 1.254338855897419447e-01
8.061243673777322982e+00 3.487697651000762900e+00 2.616517701976236676e+00 5.992451744787114620e+00 1.597915595658785604e+00 8.706187607935049755e-01 2.756913587742956251e-01 2.538159654108576468e+00 2.491688123123355914e-01 5.550802611673236742e-01 4.755127046672433244e-01 2.900611972090563651e+00 3.119360367862386019e-01 3.481846746290947481e-01 1.124850544023488386e+00 1.167703743176910081e+01 5.941581171944101958e-02 2.181700229180084882e+00 2.249532654948416166e+01 6.472847763465098936e+00 5.351210536595619738e-01 8.896454908269267881e-01 1.922608434527332544e-01 9.218264631077399685e+00 3.657518806959873192e+00 2.685158505399314888e-01 4.118825608899011614e-01 3.066255141380550953e+01 2.141248448311377228e-01 1.090302143243967181e-01
# length ll pi_a pi_c pi_g pi_t kappa tau (N0,N1) (N0,kluyveri) (N1,N2) (N1,castellii) (N2,N3) (N2,bayanus) (N3,N4) (N3,kudriavzevii) (N4,N5) (N4,mikatae) (N5,cerevisiae) (N5,paradoxus) (N0,N1,tau) (N0,kluyveri,tau) (N1,N2,tau) (N1,castellii,tau) (N2,N3,tau) (N2,bayanus,tau) (N3,N4,tau) (N3,kudriavzevii,tau) (N4,N5,tau) (N4,mikatae,tau) (N5,cerevisiae,tau) (N5,paradoxus,tau)
